大类,地区/小类,子类,地点,学校,活动名,群号,群名称,说明
功能性公开群,专题讨论,东方角色交流,,,,1042837285,レイマリ的Daily Life,灵魔理主角组CP交流群，也是博丽灵梦和雾雨魔理沙角色厨子群
功能性公开群,专题讨论,东方角色交流,,,,1026853469,永远亭兔窝（锅）,铃仙·优昙华院·因幡爱好者交流群，超级多的兔！但兔兔增殖太快（确信）现在有了二群758069013
功能性公开群,专题讨论,东方角色交流,,,,699892207,蓬莱山辉夜天下第一,蓬莱山辉夜爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,705260741,辉夜的窝,给所有蓬莱山辉夜爱好者的群
功能性公开群,专题讨论,东方角色交流,,,,799420140,魔女联谊会,三魔女爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,718526193,三妖精的大橡树,光之三妖精爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,1028426192,死神的引渡之船,欢迎各位来小町的船！
功能性公开群,专题讨论,东方角色交流,,,,211506040,是非曲直厅,四季映姫爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,158775015,幻想乡の记忆~阿求家,稗田阿求爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,702277603,键山雏之家,键山雏爱好者交流群（*超级厄厄*）
功能性公开群,专题讨论,东方角色交流,,,,909173424,河童轻工,河城荷取爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,954354850,冷仙爱好者交流群,冷仙爱好者交流社群，Reisen吧吧群；让这只可爱的蓝毛小月兔得到她应有的宠爱、呵护与尊重。#冷仙/泠仙/铃仙二号/レイセン。
功能性公开群,专题讨论,东方角色交流,,,,655356679,白狼天狗犬走椛,椛椛真爱群啊！欢迎讨论一切关于犬走椛的话题！欢迎东方众！加群要求：拥有一颗喜爱椛椛的心！
功能性公开群,专题讨论,东方角色交流,,,,135305705,我爱早苗,东风谷早苗爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,543940915,御柱批发中心,八坂神奈子爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,521216128,诹访大社-诹访子粉丝群,泄矢诹访子爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,753537428,绵月的桃林,绵月依姬吧吧群，同时也是绵月一家角色交流群，非常欢迎喜爱绵月或是想要了解更多交流讨论的同好们加入！
功能性公开群,专题讨论,东方角色交流,,,,2152048060,可能性空间移动飞船工作交流群,今天也要给梦美大人打工，不仅要陪她到处乱跑、收集数据、整理资料、准备课件，自从留琴走了以后连飞船里的扫除和家务也要由助手来干 但是感觉很有趣所以没关系
功能性公开群,专题讨论,东方角色交流,,,,909503756,巫女爱踢球,东方灵异传同好交流群，每年会在1月10日举办东方灵异传24h创作接力。
功能性公开群,专题讨论,东方角色交流,,,,970960686,幻想桃源,如果你也喜欢天子，我们就是同异父异母的亲兄弟
功能性公开群,专题讨论,东方角色交流,,,,653100695,天子窝（异闻带）,天子爱好者交流群（禁M子）
功能性公开群,专题讨论,东方角色交流,,,,704368672,蜘蛛屋,黑谷山女爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,262691026,桥姬的嫉妒电台,水桥帕露西爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,280667124,柠檬屋,水桥帕露西爱好者交流群，群里有很多柠檬
功能性公开群,专题讨论,东方角色交流,,,,858277470,地灵殿分殿,古明地觉爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,743088682,东方香燐堂,火焰猫燐爱好者交流群（因为厨阿燐的太少所以也算半个地灵殿群）（可以撸猫）
功能性公开群,专题讨论,东方角色交流,,,,874456997,偷猴百鸟园~Satori's Birdnest,灵乌路空爱好者交流群 啊什么，原来你群是灵乌路空爱好者群而不是发病群吗（）
功能性公开群,专题讨论,东方角色交流,,,,514936713/937970010,东方project重生之我叫刷石机,古明地恋爱好者交流群，群主内嵌了自动化头衔授予，让你在群里石生石，畅通无阻！内置了8848x单元双维度刷石机，高效稳定不卡顿！
功能性公开群,专题讨论,东方角色交流,,,,907717283,无映冢里的鼠窝,娜兹玲爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,1070436947,唐伞俱乐部,多多良小伞爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,763534827,平安时代的UFO里参道,封兽鵺爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,703387347,星莲船OVERDRIVE,古老的东方有一船人，她们全都是星莲船人
功能性公开群,专题讨论,东方角色交流,,,,865958941,华扇今天吃什么,茨木华扇爱好者交流群，喜欢华扇的进群玩呀呀呀呀！
功能性公开群,专题讨论,东方角色交流,,,,810814687,幽谷响子萌好会,这里是幽谷响子萌好会，喜欢响子的都可以来！
功能性公开群,专题讨论,东方角色交流,,,,1003141408,欲望加速——青娥娘娘的仙居,霍青娥吧吧群，欢迎大家加入！
功能性公开群,专题讨论,东方角色交流,,,,1080392174,苏我の飞鸟阙,这里是苏我屠自古交流群，欢迎喜欢屠自古与庙众的各位到来！！
功能性公开群,专题讨论,东方角色交流,,,,1034212523,命莲寺修行日常,是一个命莲寺角色爱好者的交流群，欢迎各位纳兹琳、多多良小伞、幽谷响子、云居一轮、云山、村纱水蜜、寅丸星、圣白莲、命莲、封兽鵺、二岩猯藏爱好者的加入，也欢迎其他东方众的加入啦～
功能性公开群,专题讨论,东方角色交流,,,,946825508,鬼与仙人の集萃坊,鬼与仙人的集萃坊社团群，同时也是萃香和华扇的角色群，欢迎各位同好交流
功能性公开群,专题讨论,东方角色交流,,,,726668890,📖求知探秘者的铃音居📖,欢迎来到本居小铃
功能性公开群,专题讨论,东方角色交流,,,,933931667,天邪鬼的小屋,鬼人正邪爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,933931667,针妙丸的小屋——不要小看小人物的王牌啊！,在这里，各位不仅可以体会到少名针妙丸的魅力，还可以与针妙丸同好分享独特的小人故事！无论你是喜欢辉针城的逆转天下，还是喜欢深秘录的宝珠争夺战，都可以在这里找到属于自己的一片天地！
功能性公开群,专题讨论,东方角色交流,,,,197768043,阿卡麟众-新时代,唐虞世兮麟凤游。今非其时来何求。麟兮麟兮我心忧。
功能性公开群,专题讨论,东方角色交流,,,,719761604,槐安通路,哆来咪·苏伊特爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,1036760250,纯狐的旧地狱作战基地,"纯狐爱好者交流群。我们必须想象被纯狐有一堆喜欢她的人是幸福的;不共戴天嫦娥啊,你看见的吗?!"
功能性公开群,专题讨论,东方角色交流,,,,102181083,落向地狱的雨,赫卡提亚·拉碧斯拉祖利爱好者交流群(人数不足10的屑小群)(来点人吧)
功能性公开群,专题讨论,东方角色交流,,,,178826171,地狱女神の地球分部,赫卡提亚同好群，喜欢赫卡提亚的都可以进来
功能性公开群,专题讨论,东方角色交流,,,,541789364,永恒常世乡,本群是爱塔妮缇拉尔瓦吧吧群，欢迎各位拉尔瓦厨
功能性公开群,专题讨论,东方角色交流,,,,806968035,丁礼田舞＆尔子田里乃同好群,欢迎喜爱二童子的各位前来！
功能性公开群,专题讨论,东方角色交流,,,,820146623,AAA二童子的摩多罗批发店,欢迎来到摩多罗隐岐奈粉丝群！
功能性公开群,专题讨论,东方角色交流,,,,922636296,地狱专业咽喉治疗,庭渡久侘歌ONLY社团“边狱堂”交流群，欢迎各位久侘歌厨来治愈咽喉哦~
功能性公开群,专题讨论,东方角色交流,,,,172386591,Unlocated Hell ！,吉吊八千慧、骊驹早鬼、饕餮尤魔爱好者交流群 欢迎来到鬼杰组！本群是一个以东方project、三组长为主的群聊，鼓励各种关于东方的友善讨论。（你群cp取向是偏组长组的哦）
功能性公开群,专题讨论,东方角色交流,,,,742695424,献给无主的供物,天弓千亦爱好者交流群
功能性公开群,专题讨论,东方角色交流,,,,884014509,瑞靈の牢屋敷,宫出口瑞灵吧吧群，也是宫出口瑞灵同好群，这里的大家不论抱着何种想法都喜欢着瑞灵，欢迎来群里和牢友一起坐牢★
功能性公开群,专题讨论,东方角色交流,,,,623343181,猴哥霸占水帘洞,孙美天爱好者交流群（快点火速来玩猿神！）
功能性公开群,专题讨论,东方角色交流,,,,637767424,三头的刻俄伯螺丝三头慧之子,三头慧之子爱好者交流群（没人，所以快来玩！）
功能性公开群,专题讨论,东方角色交流,,,,559224020,火枪！男枪！女枪！天火人血枪！,天火人血枪爱好者交流群，天火人小姐的角色群，欢迎各位来园神启动
功能性公开群,专题讨论,东方角色交流,,,,188952096,日狭美小姐禁锢我们，我们保护日狭美小姐,豫母都日狭美爱好者交流群，兼豫母都日狭美吧吧群，欢迎大家过来摘葡萄！（群里日常之群管群员一起发电）
功能性公开群,专题讨论,东方角色交流,,,,292096243,宇宙万法的源头是残无,日白残无爱好者交流群，兼日白残无吧吧群，现在还没人，急需支持！（残无小姐的角色群，欢迎各位前来聊天，讨论，启动园神，顺带着探讨宇宙万法的源头）
功能性公开群,专题讨论,东方角色交流,,,,1030758495,Zoltaxianの唯心迷宮,浅间吧的吧群，同时也是维缦王女爱好者的聚集地！
功能性公开群,专题讨论,东方角色交流,,,,1041609390,恒久之境,阿梨夜吧的吧群，欢迎众位同好加入群聊！
功能性公开群,专题讨论,东方角色交流,,,,1063934205,妮娜之乡,角色群，由新人社团贝多份建立，社团主打搬运烤肉，也有自制二创，总之欢迎入群
功能性公开群,专题讨论,东方角色交流,,,,1092822729,小石蜃楼,角色群
功能性公开群,专题讨论,东方角色交流,,,,761716336,赤黄瓜田,这里没有红河童活动的痕迹——红河童启
功能性公开群,专题讨论,东方CP交流,,,,908819478,雲間夢,紫x灵梦 结界组群，目前还在草创阶段，欢迎加入
功能性公开群,专题讨论,东方CP交流,,,,1012956424,天衣玖多般配,天子的cp里最喜欢天人组就可以进来玩啦~群问题是“天子cp里是否最喜欢天人组”！
功能性公开群,专题讨论,东方CP交流,,,,807186925,新幻想乡竹林株式会社,藤原妹红x上白泽慧音CP交流群，粮多活跃
功能性公开群,专题讨论,东方CP交流,,,,250068567,魔爱婚礼现场,魔爱赛高！欢迎咏唱同好前来玩耍
功能性公开群,专题讨论,东方CP交流,,,,934494898,【秋/冬】蓬莱之秋,本群为妹红和辉夜的信仰群！在本群，你可以吃到不会饱的不死组糖，闲聊或者是其他等等！
功能性公开群,专题讨论,东方CP交流,,,,125230660,希望的恋与心,恋心cp交流群及恋心吧吧群，欢迎喜欢恋心的同好们加入！
功能性公开群,专题讨论,东方CP交流,,,,478387677,正针club,鬼人正邪x少名针妙丸CP交流群，可逆不可拆，大家愉快地正针吧～
功能性公开群,专题讨论,东方CP交流,,,,878806844,白玉楼居酒屋,UUZ&妖梦的Happy life
功能性公开群,专题讨论,东方CP交流,,,,741860283,金闪流星划过古道具屋,「魔理霖」同好们间的交流群，欢迎各位加入。
功能性公开群,专题讨论,东方CP交流,,,,739398699,东方project百龙同好交流群,姬虫百百世X饭纲丸龙的友爱CP交流群～
功能性公开群,专题讨论,东方CP交流,,,,343427327,幻想の最速結界,一个致力于文灵cp漫画授权汉化+cp交流的小群
功能性公开群,专题讨论,东方CP交流,,,,470784964,永远组,永远组同好的交流之地
功能性公开群,专题讨论,东方CP交流,,,,922039678,山情水意——山女帕露西交流群,山女×帕露西
功能性公开群,专题讨论,东方CP交流,,,,555944876,地底的玩偶工坊,勇帕露CP交流群
功能性公开群,专题讨论,东方CP交流,,,,1006379456,月时星光,欢迎大家来到月时星光，一个属于魔咲组爱好者的魔理沙×咲夜cp交流群！
功能性公开群,专题讨论,东方CP交流,,,,868905849,红雾萦梦,灵蕾组
功能性公开群,专题讨论,东方CP交流,,,,701337884,馆殿交流中心,欢迎大家来馆殿交流中心！本群为觉×恋×芙×蕾四人组群，旨在促进红魔馆与地灵殿之间的沟通交流
功能性公开群,专题讨论,东方CP交流,,,,271032470,永远亭中华料理交流会,本群为东方project 二设CP群，cp为纯狐x铃仙·优昙华院·因幡；本群为一般cp向，母女二设慎入，欢迎各位同好加群
功能性公开群,专题讨论,东方CP交流,,,,713087624,地月同轨观测站,如名所示的群主题，主要讨论那对诸夏.上古疯狂仙灵与希腊地狱泰坦女神之间的组合关系，高强度搬运贴吧/微博/阿B/pixiv/推特相关新图，欢迎喜欢纯赫或赫纯的东方同好加入
功能性公开群,专题讨论,东方CP交流,,,,1102704994,原点茶话会——灵梦爱丽丝交流群,原点组同好群，欢迎各位博丽灵梦×爱丽丝·玛格特洛依德爱好者加入~
功能性公开群,专题讨论,东方CP交流,,,,1104713370,一切的原点——灵梦爱丽丝同好群,新的原点组同好群，群里有考据大佬分析相关一设、零设，群友们之间也可以相互交流，碰撞出适合二创的新点子。总之欢迎喜欢“灵梦x爱丽丝”的同好加入~
功能性公开群,专题讨论,东方CP交流,,,,912277153,巫女联谊会,欢迎大家来「巫女联谊会」！本群大概是全网第一个巫女组交流群，旨在促进博丽神社与守矢神社以及两位巫女之间的沟通交流！那么，请大家尽情享受两位巫女之间的感情吧！
功能性公开群,专题讨论,东方CP交流,,,,743680942,幻想の红衣主教,灵芙组
功能性公开群,专题讨论,东方CP交流,,,,1042837285,レイマリ的Daily Life,灵魔理主角组CP交流群，也是博丽灵梦和雾雨魔理沙角色厨子群
功能性公开群,专题讨论,东方CP交流,,,,941040034,美铃家的龙女仆,美咲组
功能性公开群,专题讨论,东方CP交流,,,,318012725,红魔蝙蝠康复中心,东方project红魔组交流群，同时作为红魔组吧吧群
功能性公开群,专题讨论,东方CP交流,,,,892902354,羊入狐口,这里是尤蓝同好群，欢迎自由创作和交流~
功能性公开群,专题讨论,东方CP交流,,,,1064115693,献给最后的王女的古化石（净秽之群）,是净秽组的群，欢迎净秽组爱好者加入！
功能性公开群,专题讨论,东方CP交流,,,,1047441630,仙姑白事铺,霍青娥x宫古芳香（无差）百合cp群
功能性公开群,专题讨论,东方CP交流,,,,1071375481,文⑨爱好者协会,射命丸文×琪露诺 CP群
功能性公开群,专题讨论,东方CP交流,,,,1073812122,38万公里的潮流,赫卡提亚×克劳恩皮丝 CP群，同时也是最潮的群！
功能性公开群,专题讨论,东方CP交流,,,,281251616,辰砂和广藿香~图书组的巴瓦鲁魔法图书馆,帕秋莉×小恶魔的CP群，由爱组成的图书馆！
功能性公开群,专题讨论,东方绘画交流,,,,881318654,东方绘工坊,*･:.★主要游荡着东方project题材为主的绘画和手工艺爱好者☆从业者☆.｡*
功能性公开群,专题讨论,东方绘画交流,,,,666457389,车万云画室,基于网易云东方圈的绘画爱好者交流群
功能性公开群,专题讨论,东方绘画交流,,,,596831117,东方画画姬,绘画研究中心。（群名会经常改但是东方画画姬五个字是不会变的）
功能性公开群,专题讨论,东方绘画交流,,,,715521781,东方project画师复读群,东方project同人画师的交流群
功能性公开群,专题讨论,东方绘画交流,,,,251661371,东方project美术生交流会,车万美术生以及想入东方的美术生或想学画画的东方众的学习经验交流群
功能性公开群,专题讨论,东方绘画交流,,,,936618091,p♡xel*幻想郷,一个高浓度的像素风格为主的东方同人交流群，包括但不限于像素风东方同人创作交流、作品欣赏等
功能性公开群,专题讨论,东方绘画交流,,,,1062216692,东方怪画潭,这是一个东方project和绘画爱好者的交流群，每两周会开展东方角色绘画活动，一次持续两周。（所以每时每刻都有活动...）（最近群不打算扩张，搜不到很正常）
功能性公开群,专题讨论,东方绘画交流,,,,976150120,河城书画馆,东方书法绘画同好交流创作社团，欢迎进群交流w
功能性公开群,专题讨论,东方绘画交流,,,,573023100,车万绘师互助养老群,东方画师交流互助群，会不定期分享一些绘画活动和绘图经验
功能性公开群,专题讨论,东方文学交流,,,,586576662,深夜随机鸽子club,东方爱好者居多的旧诗词讨论群，有不定时群活
功能性公开群,专题讨论,东方文学交流,,,,877313659,景社交流群,景社交流群。欢迎一切关于艺术与思考的讨论。 也是车万同好聚集地*´∀`´∀`*´∀`*´∀`
功能性公开群,专题讨论,东方文学交流,,,,1048405379,百草書屋｜東邦漢研社～Imperishable Sinica~,欢迎各位对汉字和汉语感兴趣的车车人和邦邦人加入！(｡･ω･｡)ﾉ♡
功能性公开群,专题讨论,东方文学交流,,,,1078492532,萃韵星启幻想俱乐部,我们是一个以东方同人文学创作为核心的综合性社团，致力于为写作者提供一个友善、开放的交流平台。我们鼓励成员在创作中探索自我风格，通过定期的内部评稿、创作交流与同人刊物制作，帮助写作者积累经验、打磨作品。
功能性公开群,专题讨论,东方stg交流,,,,549600753,「幻梦计划」交流群,旨在带领大家学习和深入东方STG的爱好者组织
功能性公开群,专题讨论,东方stg交流,,,,182721157,东方project沙包聚集地,全国最大的东方STG交流群、STG比赛TCC的举办地，欢迎新人进群咨询飞机相关问题
功能性公开群,专题讨论,东方stg交流,,,,683997909,飞行曙光「万众幻想」,帮助STG新手入门，提供友好活跃的互助环境
功能性公开群,专题讨论,东方stg交流,,,,739064351,巴蜀利亚空指部,可能会有不定期接力
功能性公开群,专题讨论,东方stg交流,,,,221025986,『梦之路痕』stg温暖大家庭,旨在为东方stg玩家提供力所能及的指导，选择更合适的练习方法，更好地享受stg的乐趣
功能性公开群,专题讨论,东方stg交流,,,,187472330,东方周末杯及stg日常活动交流群,系stg玩家自发组织的非正式娱乐比赛【东方周末杯】的赛事群，也欢迎交流stg相关内容
功能性公开群,专题讨论,东方stg交流,,,,581964069,反正是东方正作stg研讨会,stg话题浓度较高的群聊，提供探讨避弹思路、交流游戏心得的空间
功能性公开群,专题讨论,东方stg交流,,,,543566001,θωθ 东方二次同人STG群,东方二次同人/连缘/其他各类同人STG交流分享
功能性公开群,专题讨论,东方stg交流,,,,838842044,连缘STG交流群,话题以连缘、东方STG为主
功能性公开群,专题讨论,东方格斗作交流,,,,204676398,东方非想天则有限呜呜,目前最大的活跃则群，进群验证请填写则相关
功能性公开群,专题讨论,东方格斗作交流,,,,79808785,東方FTG贴吧群,本群为则群，不讨论游泳格斗作
功能性公开群,专题讨论,东方格斗作交流,,,,27743867,天则居,目前比较大的活跃则群，本群禁止则以外一切话题
功能性公开群,专题讨论,东方格斗作交流,,,,523506901,東方养老（打则）郷⛩,活跃规模较小的则群
功能性公开群,专题讨论,东方格斗作交流,,,,628174167,东方非想则新赛,新人了解非想天则文化的优秀平台，每年会有两届大型比赛
功能性公开群,专题讨论,东方格斗作交流,,,,719307342,非想天则战士武馆,收纳水准在3-4左右的幼年战士
功能性公开群,专题讨论,东方格斗作交流,,,,274256065,海外东方萌豚游戏群,海外则群，不讨论游泳作
功能性公开群,专题讨论,东方格斗作交流,,,,557293800,郑州THO打则群,河南及周边地区的则群，偶尔还可以线下交流
功能性公开群,专题讨论,东方格斗作交流,,,,677848073,西瓜市场风险投资,非想天则 新西瓜专使群
功能性公开群,专题讨论,东方格斗作交流,,,,537690242,子夜学堂,非想天则 新人蝙蝠专使群
功能性公开群,专题讨论,东方格斗作交流,,,,819759586,东方凭依华新人交流群,最大活跃华群（PC）
功能性公开群,专题讨论,东方格斗作交流,,,,34585759,純CMX研究院,东方萃梦想联机群，所有cmx众的养老院
功能性公开群,专题讨论,东方格斗作交流,,,,279377030,东方TSK打则群,欢迎大家进来吹水（不是）
功能性公开群,专题讨论,东方格斗作交流,,,,131923309,非想天则有点好玩,能够高效解决问题与求则的群，进群请标注相对与主机，不知道相对的找管理员测
功能性公开群,专题讨论,东方格斗作交流,,,,667228481,非想天则新手大白银娱乐群,为未满相当一及娱乐玩家准备的群聊。相对一以上严禁入内
功能性公开群,专题讨论,东方格斗作交流,,,,632567644,东方凭依华辉针城分部,新人可以过来玩，（老登禁止）也可以玩其他的聊天吹水233
功能性公开群,专题讨论,东方TRPG交流,,,,75675440,东方千幻抄,东方主题跑团群，有独特的东方规则系统（十多年的老古董就这么没落太可惜了QAQ）
功能性公开群,专题讨论,东方MMD交流,,,,212041246,东方MMD技术讨论群,给予热爱制作东方MMD的小伙伴们一个交流平台
功能性公开群,线下活动,Cosplay,,,,682521161,TouHouup大合照!!,东方Coser合照群，主要面向上海CP、Tho等活动
功能性公开群,线下活动,Cosplay,,,,516204281,旧都八云搬运社,东方Coser逛展聚餐群
功能性公开群,综合性东方群,游戏模组,,,,205780734,[RoA]东方劫烬变,東方劫烬变~Remnants of the Apocalypse讨论群
功能性公开群,综合性东方群,游戏模组,,,,570851631,【THW】东方乱世录,东方乱世录：幻想终末的讨论群，mod开发中
功能性公开群,综合性东方群,游戏模组,,,,569280689,东方风云 Touhou Universalis,东方风云-Touhou Universalis
功能性公开群,综合性东方群,游戏模组,,,,781876133,真东方无双讨论群,真三国无双系列的东方mod讨论群
功能性公开群,综合性东方群,游戏模组,,,,263529107,✦铃奈庵📚Suzunaan✦,稗茗奉月居开发组旗下交流群
功能性公开群,综合性东方群,新闻整合宣发,,,,992895037,新月·宣发部,写不来，自己进群看
功能性公开群,综合性东方群,新闻整合宣发,,,,620245457,夜明官版新聞通報社群,"「夜明官版新聞通報」的主社群,用于讨论全国各个地区的圈内新闻传播与宣扬tho/p等,有能力的话可以帮忙,没能力的也可以进来水群,有宣发和宣发要求的话也可以进群说明一下"
功能性公开群,综合性东方群,新闻整合宣发,,,,589711336,中文东方社群信息聚合频道,这里是中文东方社群相关信息的专门聚合频道，旨在减轻各位创作者宣发转发的繁杂工作，同时方便同好集中浏览信息。
功能性公开群,综合性东方群,新闻整合宣发,,,,1167873032,兔子洞高级坟地,东方每日杂图组织 x 枯荣社x广域推送x瑞灵线上活动主社团交流群
功能性公开群,综合性东方群,新闻整合宣发,,,,779315868,月都通讯——东方project宣发群,大家好，这里是通往月都的通讯——「月都通讯」快速列车！我们是新的手摇宣发机组，目前机组正在扩大开发阶段，欢迎各位有需要的大佬加入群聊！
功能性公开群,综合性东方群,其他,,,,632363253,东·行,本群主要对国内各地的THO、THP及相关东方活动进行宣传及组织游客参展，进行交通、合宿、聚餐等相关事宜的问讯及组队集合，大家也可以通过群相册返图留念，欢迎大家来玩
功能性公开群,综合性东方群,其他,,,,1011774175,东方雷霆~Touhouthunder,战争雷霆warthunder东方众爱好者组队交流群，同时兼为^Renko^Touhou__thunder联队（莲子队）队群。
功能性公开群,综合性东方群,其他,,,,1032020931,TH11地灵殿联队群,东方战雷组队交流群，同时为 TH11 Subterranean Animism 联队群。
功能性公开群,综合性东方群,其他,,,,600438626,[Touhou Project]战地1服务器,Touhou Project#3 战地1东方服务器群——battlefield1&东方project同好交流群（旧群已弃用）
功能性公开群,综合性东方群,其他,,,,717356222,奈的车万fumo魔法屋,奈的魔法屋属各位fumo们交流，购买和炼金（交换）的小屋，群内会定期推送原价，好价魔法道具（）
功能性公开群,综合性东方群,其他,,,,633469143,东方project萌新同好群,群内不时举办东方听力活动（同时还会讨论游戏王和音游） 欢迎各位东方新老人加入
功能性公开群,综合性东方群,其他,,,,798275381,东方Project茶话会,自由的东方群。不对话题做限制，不显示头衔，无管理员，群主只是创群工具人。欢迎神隐闲聊
功能性公开群,综合性东方群,其他,,,,903569509,【想起】东方project,以聊天为主，且面向新人并提供相应东方原作及少量同人作品游戏资源
功能性公开群,综合性东方群,其他,,,,790095978,雾之湖（游戏动画交流群）,一个普普通通的聊天群，欢迎任何人，特别是喜欢二次元的朋友们
功能性公开群,综合性东方群,其他,,,,1027020226,东方jojo瀑布,这里东方、jojo或者其它（指瀑布（雾），音游，游戏王，群星，约则，CS:GO
功能性公开群,综合性东方群,其他,,,,102957130,东方project,本群时常举行STG活动，并且寒暑假有概率出现一次听力大赛（手速大赛
功能性公开群,综合性东方群,其他,,,,981156727,未确认光盘💽d.i.s.c⛩️~光盘社,多功能东方project群，也是ACGN交流群，欢迎参观游玩哦~
功能性公开群,综合性东方群,其他,,,,21391226,~东方project~幻想乡,
功能性公开群,综合性东方群,其他,,,,718331887,众神眷恋的幻想乡,没有太多规矩，人多，什么时候聊天都有人qwq
功能性公开群,综合性东方群,其他,,,,782995067,Fumo²Land,讨论日本GIFT社贩售的fumo玩偶的国内爱好者交流群
功能性公开群,综合性东方群,其他,,,,748476435,东方正作资源分享,分享STG游戏资源（红魔乡→鬼形兽，不含FTG）
功能性公开群,综合性东方群,其他,,,,729564109,车万画集的鉴赏与买卖,可以交流买卖二手东方同人纸质作品 其他种类不限但最好纸质作品为主
功能性公开群,综合性东方群,其他,,,,286560821,赤狐社,主要以车万水群，hifi（hufi），理性（脑放）听音讨论为主
功能性公开群,综合性东方群,其他,,,,691090556,幻想乡养老院,OI X 东方
功能性公开群,综合性东方群,其他,,,,700254589,ACM-ICPC区域THO：东方信计梦,车车人的日常吹水以及ACMer的日常算法竞赛交流群，OIer也非常欢迎
功能性公开群,综合性东方群,其他,,,,676234142,幻想乡的筋肉交流群,
功能性公开群,综合性东方群,其他,,,,545067729,人工智能汉化组,主业是扯淡游戏。兼游戏汉化，人工智能只是名字。并不是真搞人工智能。
功能性公开群,综合性东方群,其他,,,,950107451,20娜兹年华灯宴综合症医院,非官方的华灯宴等候聊天群，欢迎加入
功能性公开群,综合性东方群,其他,,,,422690780,东方project①,
功能性公开群,综合性东方群,其他,,,,865616606,花碎恋神社,车万综合性聊天群，包含个人minecraft服务器
功能性公开群,综合性东方群,其他,,,,757720006,车万小卖部,（在新冠疫情期间试图向当时参加例大祭的社团和画师发出警告的群
功能性公开群,综合性东方群,其他,,,,709212259,東方整活堂,"来自于贴吧的一次绘画活动,现在致力于東方图片二创、上色、生草.etc"
功能性公开群,综合性东方群,其他,,,,682521161,TouHouup大合照!!,东方大合照群，除例行活动外聊天内容主要以聊天，商业互吹，技能交流为主
功能性公开群,综合性东方群,其他,,,,770794993,东方虹击音 ～ Rhythm Iridescence,全面性质的音游群，群内常聊MAIMAI&Arcaea，但也有其他音游（大概）定期有欢迎新人的群活，（活动由各位金主大大承担√
功能性公开群,综合性东方群,其他,,,,1080353942,幻想乡数学能力认证测试交流群,云法书爱好者交流群，欢迎从初中生到大学生的东方众来问各种数学问题
功能性公开群,综合性东方群,其他,,,,747494302,觉子咖啡厅☕,面向新人以及考据党和魔改党的群聊，群聊规则尊重个人，自由讨论(发电也可以的），并可以不局限于东方的角度。面对新人也可以解答各种问题，群主很好说话，希望各位多多支持，氛围友好。觉子咖啡厅已经恭候您多时了...
功能性公开群,综合性东方群,其他,,,,1091152340,东方project新萌群,（冷 群）
功能性公开群,综合性东方群,其他,,,,304766118,人里妖怪社,一个东方聊天群，欢迎东方同好加入，群里可以讨论东方相关内容（目前为小群）
功能性公开群,综合性东方群,其他,,,,981414297,东方心映华~Understanding heart,这里是东方系列同好交流群，请大家在这里和谐讨论，也欢迎萌新和大佬的加入，其实聊什么都可以啦~【比如特摄、动画、游戏之类的】
功能性公开群,综合性东方群,其他,,,,794855587,东方project交流群,除了东方什么都聊（
功能性公开群,综合性东方群,其他,,,,821184006,雾雨魔法店,一个很小的车万划水闲聊群（
功能性公开群,综合性东方群,其他,,,,661391853,东方圣天马 ~ Pretty Derby,东方×赛马娘繁中服游戏讨论，游戏内社团同名捏
功能性公开群,综合性东方群,其他,,,,618356332,🍥Dreamer云梦都🐝,这里是 东方×MC 唠嗑群~（但其实什么都聊啦），欢迎各位东方同好来到和谐友爱的云梦都大家庭！
功能性公开群,综合性东方群,其他,,,,708920597,东方想放铳,东方主题日麻群，每年都有雀赛，欢迎参加
功能性公开群,综合性东方群,其他,,,,1147127197,东方Project萌新茶话会,日常冷群
功能性公开群,综合性东方群,其他,,,,339031933,☆ GOC 団 ☆ 让幻想乡更热闹的琪露诺团 ！,团长希望大家能共同维护一个纯粹友好的环境，让所有热爱东方的人都能愉悦舒适地聊天讨论～很高兴认识各位～群主是笨蛋，你也是笨蛋，天下笨蛋是一家～
功能性公开群,综合性东方群,其他,,,,673793629,东方🍂妖怪之山🍁🍁🍁覆盖天亦3g网ᯤ就是快👍🏻,自从妖怪山通网之后，各种情报就源源不断的流来了呢，外界名为QQ群的东西自然变成了情报交易的场所，但是这个QQ群可不是情报交易所啊喂（笑）（群里还有许多的群人数flag（像cos什么的，全都在群精华里哦...
